project_id,project_type,county,nca_contractor_grade,budget_ksh,planned_duration_days,completed_milestones_count,total_milestones_count,current_delay_days,delayed,cost_overrun_pct
PROJ-KE-0288,Commercial,Mombasa,NCA 5,137768929.64,485,1,4,0,0,0.0
PROJ-KE-0289,Civil Works,Kakamega,NCA 7,47743241.8,225,9,9,74,1,43.9
PROJ-KE-0290,Infrastructure,Nairobi,NCA 3,16895857.91,104,3,7,12,1,15.65
PROJ-KE-0291,Infrastructure,Kericho,NCA 2,73802417.08,501,4,4,0,0,1.71
PROJ-KE-0292,Commercial,Uasin Gishu,NCA 8,196839605.81,690,12,13,0,1,27.47
PROJ-KE-0293,Commercial,Kericho,NCA 4,137086647.86,178,1,9,0,0,0.2
PROJ-KE-0294,Infrastructure,Machakos,NCA 1,56391118.34,814,5,5,68,1,37.64
PROJ-KE-0295,Infrastructure,Machakos,NCA 2,70787819.26,857,8,15,0,1,16.06
PROJ-KE-0296,Residential,Kisumu,NCA 2,616382889.5,1088,10,12,63,1,39.66
PROJ-KE-0297,Commercial,Machakos,NCA 2,105325352.24,195,10,12,0,0,2.97
PROJ-KE-0298,Commercial,Nairobi,NCA 1,33911504.76,243,0,5,0,0,3.31
PROJ-KE-0299,Residential,Nyeri,NCA 1,39240022.07,1027,5,14,14,0,0.87
PROJ-KE-0300,Infrastructure,Mombasa,NCA 1,336577009.51,1066,1,9,0,0,2.92
PROJ-KE-0301,Commercial,Kisumu,NCA 3,23151555.97,98,3,8,105,1,30.81
PROJ-KE-0302,Residential,Laikipia,NCA 8,525731638.77,884,5,6,0,1,5.21
PROJ-KE-0303,Residential,Kilifi,NCA 3,44102286.88,741,14,14,47,1,37.72
PROJ-KE-0304,Infrastructure,Nakuru,NCA 1,110015592.68,333,7,9,0,0,1.06
PROJ-KE-0305,Commercial,Mombasa,NCA 6,345706105.13,807,7,8,0,0,1.78
PROJ-KE-0306,Commercial,Murang'a,NCA 1,142310435.61,671,3,3,0,0,2.11
PROJ-KE-0307,Industrial,Murang'a,NCA 4,98297038.73,368,0,6,0,0,2.89
PROJ-KE-0308,Commercial,Nakuru,NCA 1,511593402.0,567,6,8,50,1,20.17
PROJ-KE-0309,Commercial,Nakuru,NCA 1,90383475.41,916,4,13,0,0,0.79
PROJ-KE-0310,Infrastructure,Nyeri,NCA 1,50516466.57,495,0,11,0,0,0.91
PROJ-KE-0311,Commercial,Murang'a,NCA 6,2500000000.0,659,8,14,64,1,15.41
PROJ-KE-0312,Commercial,Kilifi,NCA 1,387030565.62,933,5,9,0,0,0.96
PROJ-KE-0313,Residential,Kisumu,NCA 1,1169333150.24,544,4,15,113,1,43.67
PROJ-KE-0314,Commercial,Mombasa,NCA 7,1440768262.28,533,6,14,0,1,17.63
PROJ-KE-0315,Residential,Kakamega,NCA 1,157365170.3,994,0,5,0,0,0.0
PROJ-KE-0316,Residential,Laikipia,NCA 1,33878615.19,376,2,9,87,1,34.51
PROJ-KE-0317,Infrastructure,Nairobi,NCA 8,40962584.9,890,5,14,0,1,23.67
PROJ-KE-0318,Commercial,Kajiado,NCA 1,36742806.1,416,3,12,108,1,48.52
PROJ-KE-0319,Residential,Kilifi,NCA 8,71820955.47,192,5,6,73,1,14.14
PROJ-KE-0320,Civil Works,Kilifi,NCA 3,9341693.16,906,5,9,0,1,12.81
PROJ-KE-0321,Commercial,Kakamega,NCA 6,104075034.04,118,11,14,77,1,18.91
PROJ-KE-0322,Civil Works,Laikipia,NCA 3,59359300.97,269,0,10,34,0,1.02
PROJ-KE-0323,Residential,Nyeri,NCA 6,130977450.41,824,2,5,23,1,26.66
PROJ-KE-0324,Industrial,Nakuru,NCA 5,764620903.22,472,10,14,17,0,0.51
PROJ-KE-0325,Civil Works,Kericho,NCA 5,267948403.61,1073,10,10,95,1,45.15
PROJ-KE-0326,Infrastructure,Kilifi,NCA 4,75516262.66,924,3,5,93,1,14.36
PROJ-KE-0327,Infrastructure,Murang'a,NCA 6,222734874.18,879,0,12,45,1,16.79
PROJ-KE-0328,Residential,Laikipia,NCA 1,24261422.42,853,1,4,45,1,12.43
PROJ-KE-0329,Infrastructure,Nyeri,NCA 2,950328366.95,361,1,6,0,0,3.33
PROJ-KE-0330,Infrastructure,Mombasa,NCA 2,76623776.3,995,7,9,0,0,0.34
PROJ-KE-0331,Infrastructure,Kilifi,NCA 1,276158191.55,165,1,15,45,1,20.78
PROJ-KE-0332,Industrial,Machakos,NCA 4,190100992.87,650,2,4,0,0,0.07
PROJ-KE-0333,Commercial,Machakos,NCA 4,75179856.52,429,1,6,75,1,36.33
PROJ-KE-0334,Infrastructure,Kajiado,NCA 4,92421219.63,492,8,12,0,0,2.01
PROJ-KE-0335,Residential,Meru,NCA 5,275291858.65,730,7,12,8,1,38.04
PROJ-KE-0336,Residential,Nakuru,NCA 2,563066208.18,497,7,10,0,0,3.34
PROJ-KE-0337,Residential,Kakamega,NCA 6,44504867.29,359,7,10,112,1,25.06
PROJ-KE-0338,Commercial,Nakuru,NCA 1,47070472.11,1084,7,15,0,1,32.75
PROJ-KE-0339,Infrastructure,Kericho,NCA 7,36582674.13,676,3,6,55,0,3.14
PROJ-KE-0340,Residential,Kiambu,NCA 1,36414481.0,865,2,10,0,0,2.1
PROJ-KE-0341,Commercial,Mombasa,NCA 2,389197701.76,932,2,13,0,0,1.04
PROJ-KE-0342,Industrial,Kisumu,NCA 1,1509559316.01,659,8,9,40,0,0.79
PROJ-KE-0343,Commercial,Kericho,NCA 1,270264464.21,686,3,15,0,0,0.56
PROJ-KE-0344,Commercial,Kakamega,NCA 6,87531454.25,360,7,9,0,0,1.36
PROJ-KE-0345,Residential,Murang'a,NCA 1,247756974.4,333,3,3,0,0,1.44
PROJ-KE-0346,Infrastructure,Meru,NCA 2,93526056.32,953,10,10,116,1,41.14
PROJ-KE-0347,Infrastructure,Nyeri,NCA 2,295677906.49,516,10,12,61,1,35.55
PROJ-KE-0348,Infrastructure,Kakamega,NCA 5,949275955.87,617,5,15,95,1,42.59
PROJ-KE-0349,Industrial,Nairobi,NCA 1,105302062.96,986,6,6,9,0,2.11
PROJ-KE-0350,Infrastructure,Kajiado,NCA 2,33381125.72,1035,0,4,67,1,31.3
PROJ-KE-0351,Commercial,Laikipia,NCA 3,71084805.21,1005,1,7,54,1,12.04
PROJ-KE-0352,Industrial,Uasin Gishu,NCA 6,36567614.93,365,6,13,0,0,3.79
PROJ-KE-0353,Infrastructure,Laikipia,NCA 6,10248034.31,752,4,5,0,1,36.12
PROJ-KE-0354,Infrastructure,Kajiado,NCA 2,547455180.45,475,7,8,64,0,2.92
PROJ-KE-0355,Residential,Nakuru,NCA 1,2469428377.3,949,8,8,0,0,0.22
PROJ-KE-0356,Commercial,Kisumu,NCA 2,57115636.88,373,5,13,0,0,3.56
PROJ-KE-0357,Industrial,Meru,NCA 1,44703890.94,148,12,15,0,0,0.19
PROJ-KE-0358,Infrastructure,Meru,NCA 2,19011045.51,518,6,9,0,0,0.0
PROJ-KE-0359,Infrastructure,Nyeri,NCA 4,139900652.16,893,10,10,43,1,37.2
PROJ-KE-0360,Infrastructure,Machakos,NCA 2,15570590.08,832,5,15,0,0,2.97
PROJ-KE-0361,Commercial,Kilifi,NCA 4,38575504.66,404,5,9,79,1,28.43
PROJ-KE-0362,Industrial,Kisumu,NCA 3,1030493265.06,289,1,11,0,0,2.05
PROJ-KE-0363,Commercial,Kiambu,NCA 1,158023190.63,673,2,10,96,1,20.55
PROJ-KE-0364,Commercial,Nyeri,NCA 4,230440589.5,94,4,10,104,1,20.96
PROJ-KE-0365,Infrastructure,Laikipia,NCA 5,121741796.26,534,6,13,66,1,24.25
PROJ-KE-0366,Commercial,Uasin Gishu,NCA 4,1203155817.21,865,3,11,5,0,0.41
PROJ-KE-0367,Infrastructure,Kakamega,NCA 2,56590806.95,195,8,9,0,0,3.62
PROJ-KE-0368,Commercial,Meru,NCA 3,25379589.47,534,2,13,120,1,33.18
PROJ-KE-0369,Infrastructure,Machakos,NCA 7,313114424.84,323,5,6,0,0,1.28
PROJ-KE-0370,Residential,Nakuru,NCA 2,138327836.95,756,1,15,86,1,15.2
PROJ-KE-0371,Civil Works,Nakuru,NCA 4,477214454.47,110,0,3,53,1,33.46
PROJ-KE-0372,Commercial,Nairobi,NCA 2,205707953.81,767,4,4,82,1,42.85
PROJ-KE-0373,Residential,Nakuru,NCA 2,32908529.8,893,3,4,30,0,0.0
PROJ-KE-0374,Civil Works,Kakamega,NCA 4,98379826.48,598,5,6,0,0,1.15
PROJ-KE-0375,Infrastructure,Nakuru,NCA 5,117002568.48,775,2,10,0,0,0.62
PROJ-KE-0376,Infrastructure,Kajiado,NCA 4,5000000.0,360,0,10,27,1,36.55
PROJ-KE-0377,Industrial,Kakamega,NCA 5,50903806.56,187,1,15,22,1,29.09
PROJ-KE-0378,Commercial,Kakamega,NCA 6,269212962.28,840,2,4,0,1,11.03
PROJ-KE-0379,Residential,Bungoma,NCA 2,18580730.02,909,2,9,94,1,38.37
PROJ-KE-0380,Civil Works,Machakos,NCA 1,348419579.09,672,7,13,53,0,1.58
PROJ-KE-0381,Industrial,Kiambu,NCA 3,21376638.29,589,3,4,13,0,2.5
PROJ-KE-0382,Infrastructure,Kilifi,NCA 8,63955225.54,625,11,14,0,0,0.0
PROJ-KE-0383,Residential,Murang'a,NCA 1,238883736.31,936,9,11,87,1,29.19
PROJ-KE-0384,Residential,Machakos,NCA 1,61172030.24,593,3,8,40,0,1.53
PROJ-KE-0385,Residential,Murang'a,NCA 5,339939208.96,676,1,10,0,1,19.75
PROJ-KE-0386,Commercial,Laikipia,NCA 4,363806847.77,126,8,11,16,1,32.73
PROJ-KE-0387,Civil Works,Meru,NCA 6,21482653.62,557,5,8,0,0,2.38
PROJ-KE-0388,Commercial,Laikipia,NCA 4,13061716.05,462,7,14,102,1,26.92
PROJ-KE-0389,Residential,Meru,NCA 3,101249225.93,472,1,14,26,0,1.33
PROJ-KE-0390,Infrastructure,Kericho,NCA 1,59812674.03,1042,3,9,0,0,1.67
PROJ-KE-0391,Commercial,Kericho,NCA 1,16699770.08,738,9,13,119,0,1.87
PROJ-KE-0392,Civil Works,Kiambu,NCA 7,767261067.5,656,9,9,0,1,21.77
PROJ-KE-0393,Industrial,Machakos,NCA 4,299561481.84,196,9,9,0,0,0.0
PROJ-KE-0394,Residential,Kilifi,NCA 2,1006442236.88,1076,4,8,0,1,28.1
PROJ-KE-0395,Infrastructure,Meru,NCA 5,271731518.92,650,8,8,0,0,3.2
PROJ-KE-0396,Commercial,Kakamega,NCA 6,385455517.1,1088,4,5,0,1,26.02
PROJ-KE-0397,Infrastructure,Kakamega,NCA 3,8977403.54,817,8,9,113,1,30.24
PROJ-KE-0398,Commercial,Nakuru,NCA 1,322841358.82,294,2,7,0,0,0.86
PROJ-KE-0399,Commercial,Meru,NCA 1,58411268.82,644,2,3,0,0,3.01
PROJ-KE-0400,Infrastructure,Kilifi,NCA 4,47716775.49,893,9,15,0,0,2.61
PROJ-KE-0401,Residential,Nyeri,NCA 7,152436063.04,145,2,3,116,1,43.99
PROJ-KE-0402,Industrial,Kakamega,NCA 5,10029824.25,649,9,14,97,1,20.56
PROJ-KE-0403,Infrastructure,Machakos,NCA 7,86627668.8,842,1,11,59,1,16.21
PROJ-KE-0404,Infrastructure,Nairobi,NCA 2,272837301.36,816,0,5,46,0,0.0
PROJ-KE-0405,Residential,Meru,NCA 3,39265617.03,892,5,14,0,0,2.95
PROJ-KE-0406,Infrastructure,Machakos,NCA 2,73405429.01,639,1,9,118,1,28.71
PROJ-KE-0407,Commercial,Laikipia,NCA 8,309131814.52,933,0,15,49,1,30.15
PROJ-KE-0408,Residential,Mombasa,NCA 4,258578251.26,418,1,9,74,1,29.46
PROJ-KE-0409,Infrastructure,Bungoma,NCA 3,83067672.39,393,3,13,15,0,0.91
PROJ-KE-0410,Civil Works,Nairobi,NCA 4,163529011.65,308,6,13,0,0,1.98
PROJ-KE-0411,Industrial,Kericho,NCA 4,945399727.09,1052,1,4,96,1,16.39
PROJ-KE-0412,Infrastructure,Kisumu,NCA 3,169332293.92,323,6,7,85,1,26.35
PROJ-KE-0413,Commercial,Nairobi,NCA 4,195547690.97,723,4,4,113,1,19.8
PROJ-KE-0414,Infrastructure,Meru,NCA 4,363968114.75,378,14,15,110,1,33.6
PROJ-KE-0415,Commercial,Murang'a,NCA 5,34216819.5,959,4,11,0,1,35.17
PROJ-KE-0416,Infrastructure,Kakamega,NCA 7,447692120.81,101,8,11,10,1,23.73
PROJ-KE-0417,Industrial,Meru,NCA 1,113930205.89,849,5,14,120,1,22.31
PROJ-KE-0418,Commercial,Kajiado,NCA 1,34558490.93,275,12,13,0,0,2.04
PROJ-KE-0419,Civil Works,Bungoma,NCA 4,538967743.75,346,1,4,0,0,0.0
PROJ-KE-0420,Commercial,Kilifi,NCA 1,118033701.69,724,1,4,62,0,3.14
PROJ-KE-0421,Infrastructure,Kiambu,NCA 3,54320981.2,528,0,5,105,1,22.81
PROJ-KE-0422,Infrastructure,Kericho,NCA 2,34293808.87,429,7,10,104,1,25.48
PROJ-KE-0423,Residential,Machakos,NCA 4,252667490.36,936,4,5,98,1,44.05
PROJ-KE-0424,Commercial,Kisumu,NCA 6,292294878.02,922,9,12,80,1,20.02
PROJ-KE-0425,Commercial,Kajiado,NCA 3,420261484.3,883,2,5,119,1,42.38
PROJ-KE-0426,Infrastructure,Meru,NCA 1,64177696.74,462,0,11,0,0,2.77
PROJ-KE-0427,Residential,Machakos,NCA 5,18333877.67,233,2,10,77,1,36.99
PROJ-KE-0428,Residential,Kakamega,NCA 1,7656365.2,869,3,10,52,0,3.42
PROJ-KE-0429,Residential,Kakamega,NCA 2,935089980.67,130,5,13,71,1,33.01
PROJ-KE-0430,Commercial,Kajiado,NCA 3,37686332.36,477,1,8,0,0,0.0
PROJ-KE-0431,Residential,Kakamega,NCA 5,678155711.98,443,7,10,0,1,19.52
PROJ-KE-0432,Commercial,Kajiado,NCA 1,119978260.2,281,2,5,0,0,0.0
PROJ-KE-0433,Residential,Nyeri,NCA 4,27764880.35,305,2,12,0,0,0.25
PROJ-KE-0434,Commercial,Machakos,NCA 1,174295819.06,614,1,3,38,1,22.18
PROJ-KE-0435,Civil Works,Nairobi,NCA 6,54980490.54,835,13,13,15,1,22.06
PROJ-KE-0436,Residential,Kilifi,NCA 5,537811156.82,705,4,5,0,1,13.73
PROJ-KE-0437,Infrastructure,Nyeri,NCA 6,537752011.11,700,1,12,54,1,27.65
PROJ-KE-0438,Industrial,Kericho,NCA 5,127286013.42,710,1,4,0,0,0.92
PROJ-KE-0439,Infrastructure,Nakuru,NCA 1,26851796.63,642,3,3,0,0,0.89
PROJ-KE-0440,Residential,Kilifi,NCA 7,140416173.13,583,12,15,107,1,38.69
PROJ-KE-0441,Commercial,Kiambu,NCA 2,14232916.31,874,6,6,81,1,19.34
PROJ-KE-0442,Infrastructure,Nairobi,NCA 3,45806685.74,210,0,11,31,0,0.0
PROJ-KE-0443,Residential,Kiambu,NCA 2,48507070.83,638,9,9,40,0,2.71
PROJ-KE-0444,Commercial,Laikipia,NCA 1,101725110.79,662,7,11,44,0,0.0
PROJ-KE-0445,Residential,Kiambu,NCA 6,36952634.79,547,5,15,70,1,25.22
PROJ-KE-0446,Commercial,Mombasa,NCA 1,122124563.7,183,3,5,0,0,0.7
PROJ-KE-0447,Commercial,Kisumu,NCA 4,128635590.31,831,6,9,0,0,0.89
PROJ-KE-0448,Residential,Machakos,NCA 4,51290174.55,762,9,15,105,1,35.28
PROJ-KE-0449,Residential,Kilifi,NCA 4,64318594.4,760,1,3,40,0,1.46
PROJ-KE-0450,Residential,Uasin Gishu,NCA 3,36011364.07,844,1,14,0,0,0.46
PROJ-KE-0451,Residential,Kakamega,NCA 2,152692664.62,1076,3,6,0,0,0.16
PROJ-KE-0452,Residential,Nakuru,NCA 3,70892092.97,605,5,7,0,0,0.0
PROJ-KE-0453,Industrial,Kajiado,NCA 4,489761101.07,878,6,6,104,1,30.54
PROJ-KE-0454,Residential,Nairobi,NCA 3,102166381.9,897,5,6,0,1,31.41
PROJ-KE-0455,Residential,Kakamega,NCA 3,1040539888.0,344,1,7,100,1,42.1
PROJ-KE-0456,Commercial,Machakos,NCA 3,23190668.25,365,5,5,0,0,2.69
PROJ-KE-0457,Commercial,Kilifi,NCA 6,50803934.36,301,1,6,0,0,0.0
PROJ-KE-0458,Infrastructure,Nakuru,NCA 6,48841240.28,718,0,3,0,0,0.3
PROJ-KE-0459,Industrial,Kajiado,NCA 3,230588005.86,872,4,11,101,1,41.48
PROJ-KE-0460,Residential,Mombasa,NCA 3,89925776.92,493,12,13,20,0,0.0
PROJ-KE-0461,Infrastructure,Nairobi,NCA 4,72437026.25,460,4,12,38,1,16.63
PROJ-KE-0462,Residential,Nyeri,NCA 2,47436624.09,807,11,15,56,1,19.83
PROJ-KE-0463,Commercial,Kiambu,NCA 8,45740507.74,828,3,7,0,0,1.81
PROJ-KE-0464,Infrastructure,Kiambu,NCA 3,58094984.21,99,3,5,0,0,1.12
PROJ-KE-0465,Residential,Nyeri,NCA 5,67195143.3,671,3,3,25,1,9.48
PROJ-KE-0466,Infrastructure,Laikipia,NCA 5,552874500.62,356,5,8,0,0,2.25
PROJ-KE-0467,Commercial,Nakuru,NCA 2,73682808.43,785,3,12,0,0,0.0
PROJ-KE-0468,Civil Works,Meru,NCA 2,56859771.06,844,1,10,41,0,0.0
PROJ-KE-0469,Industrial,Nyeri,NCA 2,213400877.7,717,6,12,0,0,1.59
PROJ-KE-0470,Commercial,Nyeri,NCA 4,72373536.15,494,7,7,0,0,3.51
PROJ-KE-0471,Residential,Bungoma,NCA 2,51257474.66,278,1,3,0,0,0.0
PROJ-KE-0472,Infrastructure,Kisumu,NCA 1,70480113.47,1049,8,10,103,1,28.4
PROJ-KE-0473,Infrastructure,Kisumu,NCA 1,74683320.09,1043,4,9,99,1,24.28
PROJ-KE-0474,Residential,Kiambu,NCA 3,126226438.51,455,7,8,0,0,3.61
PROJ-KE-0475,Residential,Kiambu,NCA 7,14166647.63,804,2,11,0,0,1.87
PROJ-KE-0476,Industrial,Kericho,NCA 3,55903344.6,445,8,10,16,0,0.0
PROJ-KE-0477,Commercial,Meru,NCA 1,162973268.79,625,4,15,65,0,0.7
PROJ-KE-0478,Residential,Laikipia,NCA 2,134038525.96,701,6,6,52,0,2.37
PROJ-KE-0479,Residential,Kilifi,NCA 1,1078793889.59,844,6,13,0,0,1.8
PROJ-KE-0480,Residential,Kajiado,NCA 2,98249603.2,512,6,6,22,0,0.67
PROJ-KE-0481,Residential,Kajiado,NCA 4,566796689.92,593,2,6,11,0,1.14
PROJ-KE-0482,Civil Works,Meru,NCA 2,71160219.03,328,1,4,32,0,0.49
PROJ-KE-0483,Infrastructure,Kakamega,NCA 3,258079796.58,900,2,3,101,1,40.7
PROJ-KE-0484,Commercial,Laikipia,NCA 1,95828782.47,1007,6,7,0,1,13.22
PROJ-KE-0485,Infrastructure,Bungoma,NCA 1,449129979.68,124,3,6,0,0,2.44
PROJ-KE-0486,Commercial,Murang'a,NCA 4,72329350.5,734,0,14,0,1,23.14
PROJ-KE-0487,Commercial,Laikipia,NCA 4,239553354.56,974,3,13,0,1,12.79
PROJ-KE-0488,Residential,Nairobi,NCA 1,98060580.11,898,0,6,0,0,0.0
PROJ-KE-0489,Infrastructure,Kiambu,NCA 2,44164204.55,181,1,6,0,0,0.0
PROJ-KE-0490,Civil Works,Mombasa,NCA 1,34369064.02,900,1,4,0,0,0.42
PROJ-KE-0491,Residential,Kakamega,NCA 5,439539881.14,539,3,14,53,1,39.96
PROJ-KE-0492,Residential,Bungoma,NCA 3,178864381.74,645,7,14,28,0,0.84
PROJ-KE-0493,Residential,Machakos,NCA 1,190394132.1,359,5,11,0,0,1.49
PROJ-KE-0494,Infrastructure,Nairobi,NCA 4,26530279.36,462,7,15,13,0,0.0
PROJ-KE-0495,Residential,Laikipia,NCA 5,188525931.75,509,5,13,71,1,33.84
PROJ-KE-0496,Commercial,Kiambu,NCA 1,189531477.2,286,0,4,0,0,2.33
PROJ-KE-0497,Residential,Kajiado,NCA 1,24021317.69,316,11,12,31,0,0.0
PROJ-KE-0498,Infrastructure,Bungoma,NCA 5,449333344.32,1050,5,9,0,1,6.92
PROJ-KE-0499,Residential,Mombasa,NCA 4,138260790.45,311,1,11,34,0,0.25
PROJ-KE-0500,Residential,Kilifi,NCA 3,92830965.37,1060,4,5,0,0,1.56
PROJ-KE-0501,Residential,Kakamega,NCA 4,74623444.39,196,1,5,0,0,0.0
PROJ-KE-0502,Residential,Bungoma,NCA 7,102791056.64,1014,8,8,0,1,30.22
PROJ-KE-0503,Residential,Nyeri,NCA 4,303833117.1,666,3,11,75,1,44.23
PROJ-KE-0504,Residential,Murang'a,NCA 1,71754797.45,125,0,7,0,0,1.15
PROJ-KE-0505,Commercial,Kilifi,NCA 1,47784826.49,1055,13,14,75,1,29.37
PROJ-KE-0506,Residential,Kiambu,NCA 1,54975897.76,361,3,8,108,1,25.71
PROJ-KE-0507,Residential,Uasin Gishu,NCA 4,76143283.84,267,9,10,0,0,2.98
PROJ-KE-0508,Commercial,Murang'a,NCA 1,285676560.58,147,10,15,109,1,19.88
PROJ-KE-0509,Infrastructure,Nairobi,NCA 4,328781473.37,737,0,9,10,0,2.95
PROJ-KE-0510,Commercial,Kilifi,NCA 1,16042715.85,1084,9,10,0,0,2.55
PROJ-KE-0511,Infrastructure,Kiambu,NCA 1,214621462.03,174,9,10,0,0,0.85
PROJ-KE-0512,Residential,Kericho,NCA 5,168267923.39,662,3,6,78,1,19.27
PROJ-KE-0513,Residential,Kilifi,NCA 1,95081559.23,791,1,12,57,1,24.68
PROJ-KE-0514,Commercial,Nyeri,NCA 2,34227138.99,263,7,8,0,0,0.0
PROJ-KE-0515,Commercial,Kakamega,NCA 1,293106120.83,835,0,4,0,0,3.29
PROJ-KE-0516,Commercial,Meru,NCA 1,88490757.95,550,0,10,99,1,32.65
PROJ-KE-0517,Commercial,Kajiado,NCA 3,7424757.4,801,10,14,79,0,2.72
PROJ-KE-0518,Commercial,Mombasa,NCA 2,47814306.99,898,9,14,64,1,24.23
PROJ-KE-0519,Commercial,Kakamega,NCA 6,95222562.36,109,6,7,53,1,40.13
PROJ-KE-0520,Residential,Kisumu,NCA 1,97833137.16,602,8,10,0,0,1.35
PROJ-KE-0521,Residential,Nyeri,NCA 3,107377046.85,790,5,8,0,0,1.56
PROJ-KE-0522,Residential,Mombasa,NCA 4,2500000000.0,989,0,9,0,1,16.28
PROJ-KE-0523,Residential,Kiambu,NCA 1,82666125.79,481,10,11,0,0,0.44
PROJ-KE-0524,Commercial,Kiambu,NCA 2,57938179.37,549,2,11,22,1,26.37
PROJ-KE-0525,Infrastructure,Uasin Gishu,NCA 6,54876803.2,626,3,5,0,1,37.2
PROJ-KE-0526,Commercial,Machakos,NCA 2,7017851.92,211,2,5,0,0,1.42
PROJ-KE-0527,Commercial,Kericho,NCA 7,136599410.56,400,10,10,0,0,3.78
PROJ-KE-0528,Commercial,Machakos,NCA 1,567038196.42,710,9,12,34,0,1.24
PROJ-KE-0529,Commercial,Laikipia,NCA 1,142366832.44,956,7,12,0,0,3.29
PROJ-KE-0530,Residential,Kiambu,NCA 1,129952428.21,1082,2,3,0,1,12.34
PROJ-KE-0531,Infrastructure,Uasin Gishu,NCA 5,1335447099.9,539,7,12,0,1,33.6
PROJ-KE-0532,Industrial,Kericho,NCA 2,716172051.92,479,5,14,100,1,33.87
PROJ-KE-0533,Residential,Mombasa,NCA 3,12675872.06,133,4,6,0,0,1.62
PROJ-KE-0534,Residential,Mombasa,NCA 1,104589988.83,540,4,9,0,0,2.08
PROJ-KE-0535,Commercial,Mombasa,NCA 4,325678008.24,751,1,10,0,0,3.17
PROJ-KE-0536,Industrial,Kiambu,NCA 2,421905518.5,421,0,10,80,1,42.12
PROJ-KE-0537,Commercial,Nyeri,NCA 4,23124935.42,1018,12,14,98,1,29.63
PROJ-KE-0538,Residential,Murang'a,NCA 4,163769191.47,1088,9,11,0,0,2.21
PROJ-KE-0539,Infrastructure,Nyeri,NCA 3,74894732.58,979,1,5,0,0,2.42
PROJ-KE-0540,Infrastructure,Bungoma,NCA 2,150022282.53,275,1,4,0,0,1.26
PROJ-KE-0541,Commercial,Laikipia,NCA 6,95621354.95,993,3,10,89,1,29.6
PROJ-KE-0542,Residential,Kisumu,NCA 4,1292171007.63,374,10,12,0,0,1.42
PROJ-KE-0543,Commercial,Kakamega,NCA 1,77178731.58,964,2,3,16,1,12.48
PROJ-KE-0544,Infrastructure,Machakos,NCA 7,157977825.58,857,5,12,0,1,17.16
PROJ-KE-0545,Residential,Kisumu,NCA 5,189326567.62,953,1,11,22,1,18.06
PROJ-KE-0546,Residential,Uasin Gishu,NCA 4,563164107.25,716,0,3,0,1,7.89
PROJ-KE-0547,Infrastructure,Meru,NCA 2,89476983.81,958,4,8,0,1,9.28
PROJ-KE-0548,Residential,Laikipia,NCA 3,104525748.95,274,3,12,0,0,1.19
PROJ-KE-0549,Commercial,Nakuru,NCA 4,167985393.45,514,0,9,76,1,39.2
PROJ-KE-0550,Commercial,Uasin Gishu,NCA 4,106912062.57,397,8,11,5,0,2.22
PROJ-KE-0551,Residential,Nairobi,NCA 5,219885434.24,288,5,8,0,0,1.42
PROJ-KE-0552,Commercial,Kiambu,NCA 3,18522277.91,639,7,8,0,0,0.0
PROJ-KE-0553,Infrastructure,Meru,NCA 3,299469445.34,784,8,8,0,0,3.4
PROJ-KE-0554,Infrastructure,Kakamega,NCA 1,421854141.98,437,8,9,0,0,0.0
PROJ-KE-0555,Residential,Meru,NCA 4,64728270.13,412,0,14,16,0,1.22
PROJ-KE-0556,Residential,Meru,NCA 1,89609223.78,893,1,3,0,0,0.88
PROJ-KE-0557,Residential,Kiambu,NCA 1,118841299.95,1035,8,10,46,1,36.73
PROJ-KE-0558,Industrial,Kiambu,NCA 1,727988391.77,127,6,10,0,0,1.18
PROJ-KE-0559,Industrial,Kisumu,NCA 2,166333968.28,874,11,13,78,1,37.83
PROJ-KE-0560,Residential,Uasin Gishu,NCA 2,152262720.54,416,14,15,0,0,1.08
PROJ-KE-0561,Commercial,Nakuru,NCA 1,217006330.42,448,5,11,95,1,20.15
PROJ-KE-0562,Commercial,Nyeri,NCA 3,24681252.59,141,0,5,0,0,0.57
PROJ-KE-0563,Commercial,Kericho,NCA 2,53212670.0,734,11,14,50,0,0.14
PROJ-KE-0564,Infrastructure,Kisumu,NCA 8,836710306.44,863,14,15,0,1,28.05
PROJ-KE-0565,Commercial,Meru,NCA 4,356223517.03,817,14,15,0,1,34.56
PROJ-KE-0566,Commercial,Kakamega,NCA 2,87160639.36,806,5,13,0,0,0.09
PROJ-KE-0567,Commercial,Laikipia,NCA 1,10859976.81,379,11,15,0,0,1.69
PROJ-KE-0568,Infrastructure,Nakuru,NCA 2,161723990.04,755,2,4,0,0,2.1
PROJ-KE-0569,Residential,Machakos,NCA 8,47859084.29,923,9,14,60,1,29.72
PROJ-KE-0570,Commercial,Kilifi,NCA 1,41770026.21,818,7,12,81,0,0.0
PROJ-KE-0571,Infrastructure,Machakos,NCA 2,154038621.88,505,4,4,109,1,26.7
PROJ-KE-0572,Residential,Mombasa,NCA 1,30553055.73,926,4,5,0,0,1.18
PROJ-KE-0573,Commercial,Kiambu,NCA 3,70575056.63,547,1,6,0,0,0.41
PROJ-KE-0574,Industrial,Meru,NCA 6,450144539.99,1049,5,9,0,0,0.18
PROJ-KE-0575,Residential,Kiambu,NCA 6,1175868064.7,1081,0,3,0,1,32.08
PROJ-KE-0576,Residential,Meru,NCA 6,128695779.13,493,5,13,0,1,18.4
